# pdfTeX 3.141592653-2.6-1.40.29 (TeX Live 2026)
# source fixtures/toc/04-article-tocdepth3.tex (tools/toc-oracle/generate.py)
# lists 1 133.7684 345.9172
page 1 612.0000 792.0000
word 1 133.7680 134.7650 LMRoman12-Bold 14.3462 Contents
word 1 133.7680 156.6820 LMRoman10-Bold 9.9626 1
word 1 148.7119 156.6820 LMRoman10-Bold 9.9626 Introduction
word 1 471.7522 156.6820 LMRoman10-Bold 9.9626 2
word 1 148.7120 168.6380 LMRoman10-Regular 9.9626 1.1
word 1 171.6240 168.6380 LMRoman10-Regular 9.9626 Overview
word 1 221.4978 168.6380 LMRoman10-Regular 9.9626 .
word 1 229.2467 168.6380 LMRoman10-Regular 9.9626 .
word 1 236.9856 168.6380 LMRoman10-Regular 9.9626 .
word 1 244.7345 168.6380 LMRoman10-Regular 9.9626 .
word 1 252.4834 168.6380 LMRoman10-Regular 9.9626 .
word 1 260.2323 168.6380 LMRoman10-Regular 9.9626 .
word 1 267.9813 168.6380 LMRoman10-Regular 9.9626 .
word 1 275.7302 168.6380 LMRoman10-Regular 9.9626 .
word 1 283.4791 168.6380 LMRoman10-Regular 9.9626 .
word 1 291.2280 168.6380 LMRoman10-Regular 9.9626 .
word 1 298.9769 168.6380 LMRoman10-Regular 9.9626 .
word 1 306.7258 168.6380 LMRoman10-Regular 9.9626 .
word 1 314.4747 168.6380 LMRoman10-Regular 9.9626 .
word 1 322.2236 168.6380 LMRoman10-Regular 9.9626 .
word 1 329.9725 168.6380 LMRoman10-Regular 9.9626 .
word 1 337.7215 168.6380 LMRoman10-Regular 9.9626 .
word 1 345.4704 168.6380 LMRoman10-Regular 9.9626 .
word 1 353.2193 168.6380 LMRoman10-Regular 9.9626 .
word 1 360.9682 168.6380 LMRoman10-Regular 9.9626 .
word 1 368.7171 168.6380 LMRoman10-Regular 9.9626 .
word 1 376.4660 168.6380 LMRoman10-Regular 9.9626 .
word 1 384.2149 168.6380 LMRoman10-Regular 9.9626 .
word 1 391.9638 168.6380 LMRoman10-Regular 9.9626 .
word 1 399.7127 168.6380 LMRoman10-Regular 9.9626 .
word 1 407.4616 168.6380 LMRoman10-Regular 9.9626 .
word 1 415.2106 168.6380 LMRoman10-Regular 9.9626 .
word 1 422.9595 168.6380 LMRoman10-Regular 9.9626 .
word 1 430.7084 168.6380 LMRoman10-Regular 9.9626 .
word 1 438.4573 168.6380 LMRoman10-Regular 9.9626 .
word 1 446.2062 168.6380 LMRoman10-Regular 9.9626 .
word 1 453.9551 168.6380 LMRoman10-Regular 9.9626 .
word 1 472.4935 168.6380 LMRoman10-Regular 9.9626 2
word 1 171.6260 180.5930 LMRoman10-Regular 9.9626 1.1.1
word 1 203.5023 180.5930 LMRoman10-Regular 9.9626 Fine
word 1 226.0646 180.5930 LMRoman10-Regular 9.9626 print
word 1 252.4914 180.5930 LMRoman10-Regular 9.9626 .
word 1 260.2403 180.5930 LMRoman10-Regular 9.9626 .
word 1 267.9892 180.5930 LMRoman10-Regular 9.9626 .
word 1 275.7382 180.5930 LMRoman10-Regular 9.9626 .
word 1 283.4771 180.5930 LMRoman10-Regular 9.9626 .
word 1 291.2260 180.5930 LMRoman10-Regular 9.9626 .
